"surv_b0","surv_b1","grow_b0","grow_b1","grow_b2","fecu_b0","recr_sz","recr_sd","a","b","L","U","mat_siz"
5.12494812829776,0.620091807418634,0.648429655557785,1.68558973283621,0.0852456821631336,0.661992675076899,-9.12841207920515,1.72562791449388,0.538710844646475,-0.165441395451752,-10.5966347330961,-0.489907752431935,200
