"surv_b0_1997","surv_b0_1998","surv_b0_1999","surv_b0_2000","surv_b0_2001","surv_b0_2002","surv_b0_2003","surv_b0_2004","surv_b0_2005","surv_b0_2006","surv_b0_2007","surv_b0_2008","surv_b0_2009","surv_b1_1997","surv_b1_1998","surv_b1_1999","surv_b1_2000","surv_b1_2001","surv_b1_2002","surv_b1_2003","surv_b1_2004","surv_b1_2005","surv_b1_2006","surv_b1_2007","surv_b1_2008","surv_b1_2009","grow_b0_1997","grow_b0_1998","grow_b0_1999","grow_b0_2000","grow_b0_2001","grow_b0_2002","grow_b0_2003","grow_b0_2004","grow_b0_2005","grow_b0_2006","grow_b0_2007","grow_b0_2008","grow_b0_2009","grow_b1_1997","grow_b1_1998","grow_b1_1999","grow_b1_2000","grow_b1_2001","grow_b1_2002","grow_b1_2003","grow_b1_2004","grow_b1_2005","grow_b1_2006","grow_b1_2007","grow_b1_2008","grow_b1_2009","grow_b2_1997","grow_b2_1998","grow_b2_1999","grow_b2_2000","grow_b2_2001","grow_b2_2002","grow_b2_2003","grow_b2_2004","grow_b2_2005","grow_b2_2006","grow_b2_2007","grow_b2_2008","grow_b2_2009","fecu_b0_1997","fecu_b0_1998","fecu_b0_1999","fecu_b0_2000","fecu_b0_2001","fecu_b0_2002","fecu_b0_2003","fecu_b0_2004","fecu_b0_2005","fecu_b0_2006","fecu_b0_2007","fecu_b0_2008","fecu_b0_2009"
5.09149127328475,5.11987470833477,4.75137167616328,4.87850101264892,4.90153134105511,4.36130624862041,5.39187597319083,4.81235968452957,5.23453996812519,5.97081006510686,5.13963748148443,5.63738856509323,5.07765014555368,0.622827927828274,0.673207210545969,0.622619873703936,0.503011196543992,0.502052855128409,0.583877918880288,0.702550974307484,0.625632561694447,0.591904223576344,0.71323111705591,0.553933860923343,0.672014300738275,0.662313923848326,0.651189097257204,0.690218048008714,0.581950056335367,0.654591865889701,0.544770126387333,0.646542139099656,0.563266796553352,0.756576077680135,0.619700132302972,0.558276752777371,0.688567885600174,0.743132225626982,0.730804318732932,1.75497586067886,1.76554460558241,1.59901906464912,1.74040816013321,1.74230853815639,1.74768399840917,1.70941826627984,1.61865647761312,1.60283974909014,1.64835824836465,1.68597444713141,1.65200235808414,1.64547675269879,0.0852456821631336,0.0852456821631336,0.0852456821631336,0.0852456821631336,0.0852456821631336,0.0852456821631336,0.0852456821631336,0.0852456821631336,0.0852456821631336,0.0852456821631336,0.0852456821631336,0.0852456821631336,0.0852456821631336,0.781309290378294,1.90582068931765,0.32294541930638,0.379030547974386,3.02966503399337,0.0828106088548483,0.251160331211602,0.225470782972652,0.566304000376523,0.545648826887959,0.302454977919776,0.0793455313128215,0.133938735493422
